('CHRYSLER', 'GEN III HEMI 6.4L APACHE .927 PIN', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9939&make=8562'),
('CHRYSLER', '318 - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10086&make=8562'),
('CHRYSLER', '400 BIG BLOCK', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10326&make=8562'),
('CHRYSLER', 'TOP FUEL', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10527&make=8562'),
('CHRYSLER', '383 FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11814&make=8562'),
('CHRYSLER', '400 - BIG BLOCK FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=12459&make=8562'),
('CHRYSLER', '426 HEMI', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=12561&make=8562'),
('CITROEN', 'TU5J4', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=649&make=10899'),
('FERRARI', '246 DINO', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11010&make=8604'),
('FERRARI', '4.0L V12 2V SOHC - COLOMBO', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=1741&make=8604'),
('FERRARI', '2.9L V8 4V DOHC - QUATTROVALVOLE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2161&make=8604'),
('FERRARI', '250 V12', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=12021&make=8604'),
('FERRARI', '308 2.9L V8 2V DOHC', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8460&make=8604'),
('FIAT', '176A', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2260&make=10806'),
('FIAT', '146A', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2392&make=10806'),
('FIAT', '2.0L TURBO 20V', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2473&make=10806'),
('FIAT', '159A', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2608&make=10806'),
('FORD', '302 - 8.200" DART / SVO BLOCK - DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9993&make=8565'),
('FORD', '4.6L - FORD - MODULAR - 3 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8253&make=8565'),
('FORD', '5.0L  - MODULAR COYOTE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8238&make=8565'),
('FORD', 'N5B - YB', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=730&make=8565'),
